"parent","level","name","lng","lat","people_count_2010","adcode"
"天水市","district","清水县","106.139878","34.75287","266908","620521"
"百色市","district","德保县","106.618164","23.321464","297907","451024"
"本溪市","district","桓仁满族自治县","125.359195","41.268997","319026","210522"
"孝感市","district","安陆市","113.690401","31.26174","568590","420982"
"苏州市","district","太仓市","121.112275","31.452568","711854","320585"
"常德市","district","汉寿县","111.968506","28.907319","800019","430722"
"南宁市","district","隆安县","107.688661","23.174763","300215","450123"
"北京市市辖区","district","朝阳区","116.486409","39.921489","3500000","110105"
"苏州市","district","虎丘区","120.566833","31.294845","null","320505"
"乌鲁木齐市","district","新市区","87.560653","43.870882","null","650104"
"莱芜市","district","钢城区","117.82033","36.058038","308994","371203"
"驻马店市","district","泌阳县","113.32605","32.725129","810409","411726"
"阜阳市","district","颍上县","116.259122","32.637065","1200000","341226"
"昌都市","district","类乌齐县","96.601259","31.213048","null","540323"
"常德市","district","安乡县","112.172289","29.414483","525844","430721"
"香港特別行政區","district","離島區","113.946059","22.286371","null","810018"
"株洲市","district","株洲县","113.146176","27.705844","383598","430221"
"楚雄彝族自治州","district","永仁县","101.671175","26.056316","109304","532327"
"大连市","district","瓦房店市","122.002656","39.63065","942197","210281"
"大连市","district","金州区","121.789413","39.052745","1100000","210213"
"大连市","district","庄河市","122.970612","39.69829","841321","210283"
"株洲市","district","攸县","113.345774","27.000071","693458","430223"
"塔城地区","district","和布克赛尔蒙古自治县","85.733551","46.793001","62100","654226"
"咸阳市","district","旬邑县","108.337231","35.112234","261566","610429"
"厦门市","district","思明区","118.087828","24.462059","929998","350203"
"佳木斯市","district","同江市","132.510119","47.651131","179791","230881"
"甘孜藏族自治州","district","理塘县","100.269862","29.991807","69046","513334"
"天水市","district","秦安县","105.6733","34.862354","515423","620522"
"乌兰察布市","district","察哈尔右翼后旗","113.1906","41.447213","150174","150928"
"商洛市","district","柞水县","109.111249","33.682773","153398","611026"
"乌鲁木齐市","district","头屯河区","87.425823","43.876053","172796","650106"
"南宁市","district","兴宁区","108.320189","22.819511","398789","450102"
"本溪市","district","溪湖区","123.765226","41.330056","252671","210503"
"宁德市","district","福鼎市","120.219761","27.318884","529534","350982"
"怒江傈僳族自治州","district","贡山独龙族怒族自治县","98.666141","27.738054","null","533324"
"抚顺市","district","新抚区","123.902858","41.86082","252631","210402"
"乌鲁木齐市","district","水磨沟区","87.613093","43.816747","390943","650105"
"大连市","district","西岗区","121.616112","38.914266","305742","210203"
"保定市","district","容城县","115.866247","39.05282","258179","130629"
"塔城地区","district","额敏县","83.622118","46.522555","187112","654221"
"保定市","district","安新县","115.931979","38.929912","437378","130632"
"洛阳市","district","老城区","112.477298","34.682945","163176","410302"
"西安市","district","灞桥区","109.067261","34.267453","595124","610111"
"日喀则市","district","康马县","89.683406","28.554719","null","540230"
"梅州市","district","大埔县","116.69552","24.351587","374666","441422"
"海口市","district","美兰区","110.356566","20.03074","623653","460108"
"洛阳市","district","瀍河回族区","112.491625","34.684738","null","410304"
"洛阳市","district","嵩县","112.087765","34.131563","507052","410325"
"中卫市","district","中宁县","105.675784","37.489736","312921","640521"
"洛阳市","district","西工区","112.443232","34.667847","728819","410303"
"泉州市","district","丰泽区","118.605147","24.896041","529640","350503"
"信阳市","district","光山县","114.903577","32.010398","585353","411522"
"乌鲁木齐市","district","乌鲁木齐县","87.505603","43.982546","83187","650121"
"南充市","district","阆中市","105.975266","31.580466","728935","511381"
"梅州市","district","平远县","115.891729","24.569651","230045","441426"
"宝鸡市","district","陈仓区","107.383645","34.352747","595075","610304"
"忻州市","district","定襄县","112.963231","38.484948","217468","140921"
"德宏傣族景颇族自治州","district","瑞丽市","97.855883","24.010734","180627","533102"
"韶关市","district","曲江区","113.605582","24.680195","303371","440205"
"大庆市","district","龙凤区","125.145794","46.573948","352404","230603"
"遵义市","district","绥阳县","107.191024","27.951342","380083","520323"
"通化市","district","二道江区","126.045987","41.777564","146631","220503"
"昆明市","district","石林彝族自治县","103.271962","24.754545","null","530126"
"宜昌市","district","夷陵区","111.326747","30.770199","520186","420506"
"庆阳市","district","环县","107.308754","36.569322","302918","621022"
"石嘴山市","district","大武口区","106.376651","39.014158","286669","640202"
"西安市","district","蓝田县","109.317634","34.156189","514026","610122"
"忻州市","district","五台县","113.259012","38.725711","299391","140922"
"重庆市市辖区","district","江北区","106.532844","29.575352","null","500105"
"南阳市","district","桐柏县","113.406059","32.367153","393942","411330"
"长春市","district","双阳区","125.659018","43.525168","377803","220112"
"丽水市","district","缙云县","120.078965","28.654208","358917","331122"
"七台河市","district","勃利县","130.575025","45.751573","299484","230921"
"延边朝鲜族自治州","district","汪清县","129.766161","43.315426","255411","222424"
"泉州市","district","永春县","118.29503","25.320721","452217","350525"
"忻州市","district","静乐县","111.940231","38.355947","156846","140926"
"苏州市","district","姑苏区","120.622249","31.311414","null","320508"
"定西市","district","安定区","104.62577","35.579764","420614","621102"
"百色市","district","乐业县","106.559638","24.782204","148504","451028"
"襄阳市","district","襄州区","112.197378","32.085517","904957","420607"
"甘孜藏族自治州","district","康定市","101.964057","30.050738","null","513301"
"长沙市","district","岳麓区","112.911591","28.213044","801781","430104"
"白银市","district","白银区","104.17425","36.545649","294400","620402"
"保定市","district","高阳县","115.778878","38.690092","345160","130628"
"保定市","district","望都县","115.154009","38.707448","250014","130631"
"常德市","district","临澧县","111.645602","29.443217","400839","430724"
"怀化市","district","洪江市","109.831765","27.201876","477996","431281"
"河池市","district","天峨县","107.174939","24.985964","155017","451222"
"锦州市","district","北镇市","121.795962","41.598764","514898","210782"
"宿迁市","district","泗洪县","118.211824","33.456538","909298","321324"
"荆门市","district","钟祥市","112.587267","31.165573","1000000","420881"
"重庆市市辖区","district","秀山土家族苗族自治县","108.996043","28.444772","501590","500241"
"驻马店市","district","驿城区","114.029149","32.977559","721723","411702"
"驻马店市","district","正阳县","114.38948","32.601826","645034","411724"
"东营市","district","东营区","118.507543","37.461567","756676","370502"
"石嘴山市","district","惠农区","106.775513","39.230094","185803","640205"
"河源市","district","紫金县","115.184383","23.633744","640133","441621"
"舟山市","district","岱山县","122.201132","30.242865","202164","330921"
"吉林市","district","蛟河市","127.342739","43.720579","447226","220281"
"韶关市","district","翁源县","114.131289","24.353887","331320","440229"
"赤峰市","district","红山区","118.961087","42.269732","434785","150402"
"辽源市","district","东辽县","124.991995","42.927724","348905","220422"
"金华市","district","东阳市","120.23334","29.262546","804398","330783"
"运城市","district","芮城县","110.69114","34.694769","394849","140830"
"临汾市","district","吉县","110.682853","36.099355","106407","141028"
"吕梁市","district","交城县","112.159154","37.555155","230521","141122"
"六安市","district","金安区","116.503288","31.754491","789699","341502"
"六安市","district","霍邱县","116.278875","32.341305","1400000","341522"
"吕梁市","district","交口县","111.183188","36.983068","119918","141130"
"新乡市","district","辉县市","113.802518","35.461318","740435","410782"
"忻州市","district","代县","112.962519","39.065138","214091","140923"
"临汾市","district","翼城县","111.713508","35.738621","311471","141022"
"安庆市","district","怀宁县","116.828664","30.734994","592750","340822"
"梅州市","district","兴宁市","115.731648","24.138077","962883","441481"
"韶关市","district","武江区","113.588289","24.80016","294708","440203"
"杭州市","district","桐庐县","119.685045","29.797437","406450","330122"
"甘南藏族自治州","district","卓尼县","103.508508","34.588165","100522","623022"
"驻马店市","district","汝南县","114.359495","33.004535","769995","411727"
"和田地区","district","民丰县","82.692354","37.064909","2500000","653227"
"青岛市","district","崂山区","120.467393","36.102569","379469","370212"
"葫芦岛市","district","连山区","120.85937","40.755143","605186","211402"
"运城市","district","永济市","110.447984","34.865125","444724","140881"
"乌兰察布市","district","察哈尔右翼中旗","112.633563","41.274212","null","150927"
"保定市","district","曲阳县","114.704055","38.619992","588559","130634"
"山南地区","district","错那县","91.960132","27.991707","15124","542232"
"保定市","district","博野县","115.461798","38.458271","245504","130637"
"阳江市","district","阳西县","111.617556","21.75367","452625","441721"
"襄阳市","district","樊城区","112.13957","32.058589","821531","420606"
"襄阳市","district","南漳县","111.844424","31.77692","533661","420624"
"襄阳市","district","保康县","111.262235","31.873507","254596","420626"
"朝阳市","district","龙城区","120.413376","41.576749","211102","211303"
"襄阳市","district","宜城市","112.261441","31.709203","512530","420684"
"玉林市","district","玉州区","110.154912","22.632132","1100000","450902"
"大兴安岭地区","district","塔河县","124.710516","52.335229","92473","232722"
"黔南布依族苗族自治州","district","平塘县","107.32405","25.831803","228560","522727"
"保定市","district","顺平县","115.132749","38.845127","295764","130636"
"庆阳市","district","合水县","108.019865","35.819005","145722","621024"
"汉中市","district","洋县","107.549962","33.223283","383981","610723"
"南通市","district","海安县","120.465995","32.540289","2900000","320621"
"普洱市","district","景谷傣族彝族自治县","100.701425","23.500278","null","530824"
"沈阳市","district","沈河区","123.445696","41.795591","849267","210103"
"张家界市","district","慈利县","111.132702","29.423876","602736","430821"
"百色市","district","平果县","107.580403","23.320479","434289","451023"
"娄底市","district","娄星区","112.008486","27.726643","496744","431302"
"安顺市","district","平坝区","106.259942","26.40608","null","520403"
"保定市","district","安国市","115.33141","38.421367","370317","130683"
"牡丹江市","district","东安区","129.623292","44.582399","200160","231002"
"合肥市","district","长丰县","117.164699","32.478548","671343","340121"
"贵阳市","district","白云区","106.633037","26.676849","null","520113"
"玉溪市","district","元江哈尼族彝族傣族自治县","101.999658","23.597618","null","530428"
"宝鸡市","district","眉县","107.752371","34.272137","299990","610326"
"宝鸡市","district","麟游县","107.796608","34.677714","90728","610329"
"平凉市","district","泾川县","107.365218","35.335283","281145","620821"
"平凉市","district","庄浪县","106.041979","35.203428","382827","620825"
"贵阳市","district","乌当区","106.762123","26.630928","376971","520112"
"贵阳市","district","花溪区","106.670791","26.410464","358981","520111"
"毕节市","district","纳雍县","105.375322","26.769875","null","520525"
"吴忠市","district","青铜峡市","106.075395","38.021509","264717","640381"
"吴忠市","district","红寺堡区","106.067315","37.421616","null","640303"
"塔城地区","district","托里县","83.60469","45.935863","93098","654224"
"楚雄彝族自治州","district","元谋县","101.870837","25.703313","215795","532328"
"郑州市","district","上街区","113.298282","34.808689","131549","410106"
"毕节市","district","大方县","105.609254","27.143521","null","520521"
"毕节市","district","黔西县","106.038299","27.024923","null","520522"
"郑州市","district","巩义市","112.98283","34.75218","807911","410181"
"吴忠市","district","同心县","105.914764","36.9829","318153","640324"
"延安市","district","子长县","109.675968","37.14207","216910","610623"
"咸阳市","district","彬县","108.083674","35.034233","323256","610427"
"汉中市","district","镇巴县","107.89531","32.535854","246817","610728"
"陇南市","district","文县","104.682448","32.942171","218796","621222"
"沧州市","district","河间市","116.089452","38.44149","810306","130984"
"阿勒泰地区","district","青河县","90.381561","46.672446","58858","654325"
"昭通市","district","盐津县","104.23506","28.106923","369881","530623"
"阿勒泰地区","district","布尔津县","86.86186","47.70453","66758","654321"
"徐州市","district","丰县","116.592888","34.696946","963531","320321"
"宣城市","district","泾县","118.412397","30.685975","299555","341823"
"梧州市","district","蒙山县","110.5226","24.199829","192953","450423"
"咸阳市","district","泾阳县","108.83784","34.528493","487749","610423"
"咸阳市","district","武功县","108.212857","34.259732","411312","610431"
"沧州市","district","泊头市","116.570163","38.073479","2200000","130981"
"铜陵市","district","铜官山区","117.818427","30.93182","287765","340702"
"铜陵市","district","狮子山区","117.864094","30.946249","114297","340703"
"铜仁市","district","万山区","109.21199","27.51903","null","520603"
"铜仁市","district","思南县","108.255827","27.941331","null","520624"
"铜陵市","district","郊区","117.80707","30.908927","null","340711"
"黄冈市","district","黄梅县","115.942548","30.075113","858806","421127"
"巴中市","district","通江县","107.247621","31.91212","687369","511921"
"昌都市","district","芒康县","98.596444","29.686615","null","540328"
"延安市","district","黄龙县","109.83502","35.583276","49392","610631"
"赤峰市","district","林西县","118.05775","43.605326","200619","150424"
"漳州市","district","诏安县","117.176083","23.710834","597798","350624"
"阿勒泰地区","district","阿勒泰市","88.138743","47.848911","190064","654301"
"三亚市","district","天涯区","109.506357","18.24734","null","460204"
"保定市","district","雄县","116.107474","38.990819","359506","130638"
"百色市","district","那坡县","105.833553","23.400785","153686","451026"
"上海市市辖区","district","闸北区","121.465689","31.25318","830496","310108"
"三门峡市","district","卢氏县","111.052649","34.053995","352449","411224"
"宿迁市","district","泗阳县","118.681284","33.711433","831112","321323"
"保定市","district","高碑店市","115.882704","39.327689","640280","130684"
"青岛市","district","平度市","119.959012","36.788828","1400000","370283"
"沧州市","district","献县","116.123844","38.189661","579831","130929"
"黔南布依族苗族自治州","district","都匀市","107.517021","26.258205","443721","522701"
"昭通市","district","鲁甸县","103.549333","27.191637","390654","530621"
"张家口市","district","崇礼县","115.281652","40.971302","106122","130733"
"宿州市","district","萧县","116.945399","34.183266","1100000","341322"
"阳江市","district","阳东区","112.011267","21.864728","null","441704"
"阜新市","district","阜新蒙古族自治县","121.743125","42.058607","664971","210921"
"泰安市","district","新泰市","117.766092","35.910387","1300000","370982"
"贵阳市","district","清镇市","106.470278","26.551289","467790","520181"
"包头市","district","土默特右旗","110.526766","40.566434","276453","150221"
"芜湖市","district","芜湖县","118.572301","31.145262","294039","340221"
"芜湖市","district","南陵县","118.337104","30.919638","404278","340223"
"杭州市","district","上城区","120.171465","30.250236","344594","330102"
"毕节市","district","威宁彝族回族苗族自治县","104.286523","26.859099","null","520526"
"陇南市","district","礼县","105.181616","34.189387","458237","621226"
"临沂市","district","兰山区","118.327667","35.061631","1200000","371302"
"毕节市","district","赫章县","104.726438","27.119243","null","520527"
"许昌市","district","魏都区","113.828307","34.02711","497925","411002"
"开封市","district","尉氏县","114.193927","34.412256","879713","410223"
"淮北市","district","濉溪县","116.767435","33.916407","1000000","340621"
"白山市","district","江源区","126.584229","42.048109","null","220605"
"漳州市","district","长泰县","117.755913","24.621475","206809","350625"
"沈阳市","district","皇姑区","123.405677","41.822336","925176","210105"
"沈阳市","district","浑南区","123.458981","41.741946","1300000","210112"
"揭阳市","district","惠来县","116.295832","23.029834","1100000","445224"
"漳州市","district","龙海市","117.817292","24.445341","877762","350681"
"合肥市","district","蜀山区","117.262072","31.855868","1000000","340104"
"黑河市","district","逊克县","128.476152","49.582974","101411","231123"
"萍乡市","district","芦溪县","114.041206","27.633633","257423","360323"
"日喀则市","district","江孜县","89.605044","28.908845","null","540222"
"南平市","district","浦城县","118.536822","27.920412","304583","350722"
"哈尔滨市","district","香坊区","126.667049","45.713067","916408","230110"
"随州市","district","广水市","113.826601","31.617731","755910","421381"
"九江市","district","永修县","115.809055","29.018212","376107","360425"
"湖州市","district","吴兴区","120.101416","30.867252","757165","330502"
"衢州市","district","江山市","118.627879","28.734674","467862","330881"
"赣州市","district","宁都县","116.018782","26.472054","794806","360730"
"通化市","district","通化县","125.753121","41.677918","247140","220521"
"吉安市","district","青原区","115.016306","27.105879","200176","360803"
"吉安市","district","新干县","115.399294","27.755758","329830","360824"
"黄冈市","district","浠水县","115.26344","30.454837","872649","421125"
"石家庄市","district","正定县","114.569887","38.147835","466807","130123"
"天津市市辖区","district","南开区","117.164143","39.120474","1000000","120104"
"巴音郭楞蒙古自治州","district","和静县","86.391067","42.31716","160804","652827"
"北京市市辖区","district","密云区","116.843352","40.377362","null","110128"
"抚州市","district","黎川县","116.91457","27.292561","230086","361022"
"抚州市","district","资溪县","117.066095","27.70653","111983","361028"
"抚州市","district","乐安县","115.838432","27.420101","345766","361025"
"亳州市","district","蒙城县","116.560337","33.260814","1100000","341622"
"那曲地区","district","那曲县","92.061862","31.475756","108781","542421"
"漳州市","district","华安县","117.53631","25.001416","159152","350629"
"三明市","district","永安市","117.364447","25.974075","347042","350481"
"金华市","district","义乌市","120.074911","29.306863","1200000","330782"
"上饶市","district","广丰区","118.189852","28.440285","null","361103"
"拉萨市","district","林周县","91.261842","29.895754","50246","540121"
"湖州市","district","德清县","119.967662","30.534927","491789","330521"
"三明市","district","泰宁县","117.177522","26.897995","110278","350429"
"抚州市","district","东乡县","116.605341","28.2325","438319","361029"
"黔南布依族苗族自治州","district","惠水县","106.657848","26.128637","342647","522731"
"石家庄市","district","晋州市","115.044886","38.027478","537679","130183"
"阿克苏地区","district","沙雅县","82.78077","41.226268","257502","652924"
"和田地区","district","皮山县","78.282301","37.616332","258210","653223"
"昌吉回族自治州","district","昌吉市","87.304112","44.013183","426253","652301"
"北京市市辖区","district","怀柔区","116.637122","40.324272","372887","110116"
"杭州市","district","淳安县","119.044276","29.604177","336843","330127"
"丽江市","district","永胜县","100.750901","26.685623","392024","530722"
"天津市市辖区","district","津南区","117.382549","38.989577","593063","120112"
"温州市","district","文成县","120.09245","27.789133","212077","330328"
"济南市","district","天桥区","116.996086","36.693374","688415","370105"
"重庆市市辖区","district","潼南区","105.841818","30.189554","null","500152"
"重庆市市辖区","district","璧山区","106.231126","29.593581","null","500120"
"三沙市","district","西沙群岛","111.792944","16.204546","null","460321"
"武汉市","district","东西湖区","114.142483","30.622467","452053","420112"
"宿迁市","district","沭阳县","118.775889","34.129097","1500000","321322"
"日喀则市","district","拉孜县","87.63743","29.085136","null","540225"
"濮阳市","district","南乐县","115.204336","36.075204","458487","410923"
"三明市","district","清流县","116.815821","26.17761","136248","350423"
"玉溪市","district","江川县","102.749839","24.291006","280889","530421"
"嘉兴市","district","秀洲区","120.720431","30.763323","589219","330411"
"唐山市","district","玉田县","117.753665","39.887323","684833","130229"
"黔西南布依族苗族自治州","district","普安县","104.955347","25.786404","254247","522323"
"嘉兴市","district","南湖区","120.749953","30.764652","612663","330402"
"晋城市","district","沁水县","112.187213","35.689472","213016","140521"
"晋中市","district","介休市","111.913857","37.027616","406517","140781"
"鄂尔多斯市","district","杭锦旗","108.736324","39.831789","111102","150625"
"那曲地区","district","聂荣县","92.303659","32.107855","32376","542424"
"岳阳市","district","云溪区","113.27387","29.473395","176672","430603"
"黄山市","district","徽州区","118.339743","29.825201","95529","341004"
"南平市","district","光泽县","117.337897","27.542803","134113","350723"
"邢台市","district","新河县","115.247537","37.526216","169858","130530"
"邢台市","district","清河县","115.668999","37.059991","386231","130534"
"那曲地区","district","索县","93.784964","31.886173","43621","542427"
"南阳市","district","宛城区","112.544591","32.994857","887234","411302"
"萍乡市","district","湘东区","113.7456","27.639319","358990","360313"
"赣州市","district","会昌县","115.791158","25.599125","445137","360733"
"锦州市","district","凌海市","121.364236","41.171738","508079","210781"
"海北藏族自治州","district","门源回族自治县","101.618461","37.376627","null","632221"
"岳阳市","district","岳阳楼区","113.120751","29.366784","814369","430602"
"石家庄市","district","灵寿县","114.37946","38.306546","333558","130126"
"济南市","district","章丘市","117.54069","36.71209","1100000","370181"
"忻州市","district","保德县","111.085688","39.022576","160035","140931"
"潍坊市","district","临朐县","118.539876","36.516371","834314","370724"
"潍坊市","district","诸城市","119.403182","35.997093","1100000","370782"
"来宾市","district","合山市","108.88858","23.81311","114496","451381"
"郑州市","district","新密市","113.380616","34.537846","797256","410183"
"泸州市","district","叙永县","105.437775","28.167919","584299","510524"
"三沙市","district","中沙群岛的岛礁及其海域","117.740071","15.112856","null","460323"
"益阳市","district","赫山区","112.360946","28.568327","836455","430903"
"南京市","district","雨花台区","118.77207","31.995946","391293","320114"
"鹤壁市","district","淇滨区","114.293917","35.748382","272332","410611"
"盐城市","district","滨海县","119.828434","33.989888","957215","320922"
"龙岩市","district","连城县","116.756687","25.708506","248645","350825"
"莆田市","district","涵江区","119.119102","25.459273","470097","350303"
"泉州市","district","金门县","118.323221","24.436417","null","350527"
"晋中市","district","榆次区","112.740056","37.6976","635651","140702"
"安阳市","district","滑县","114.524","35.574628","1300000","410526"
"周口市","district","鹿邑县","115.486386","33.861067","910251","411628"
"日喀则市","district","昂仁县","87.23578","29.294758","null","540226"
"自贡市","district","富顺县","104.984256","29.181282","826195","510322"
"运城市","district","万荣县","110.843561","35.417042","439364","140822"
"运城市","district","平陆县","111.212377","34.837256","258241","140829"
"德阳市","district","广汉市","104.281903","30.97715","591115","510681"
"天津市市辖区","district","静海区","116.925304","38.935671","null","120118"
"长沙市","district","浏阳市","113.633301","28.141112","1300000","430181"
"榆林市","district","定边县","107.601284","37.59523","319370","610825"
"安阳市","district","内黄县","114.904582","35.953702","693498","410527"
"德阳市","district","什邡市","104.173653","31.126881","412758","510682"
"许昌市","district","长葛市","113.768912","34.219257","687130","411082"
"宣城市","district","广德县","119.417521","30.893116","487243","341822"
"赣州市","district","安远县","115.392328","25.134591","340740","360726"
"赣州市","district","瑞金市","116.034854","25.875278","618885","360781"
"周口市","district","沈丘县","115.078375","33.395514","983583","411624"
"定西市","district","通渭县","105.250102","35.208922","349539","621121"
"郑州市","district","登封市","113.037768","34.459939","668637","410185"
"齐齐哈尔市","district","富拉尔基区","123.638873","47.20697","256159","230206"
"赤峰市","district","阿鲁科尔沁旗","120.094969","43.87877","272205","150421"
"赤峰市","district","宁城县","119.339242","41.598692","546845","150429"
"赤峰市","district","巴林右旗","118.678347","43.528963","175543","150423"
"宿迁市","district","宿豫区","118.330012","33.941071","641059","321311"
"宜宾市","district","南溪区","104.981133","28.839806","null","511503"
"随州市","district","随县","113.301384","31.854246","null","421321"
"宁德市","district","蕉城区","119.527225","26.659253","429260","350902"
"佛山市","district","顺德区","113.281826","22.75851","2500000","440606"
"宜宾市","district","兴文县","105.236549","28.302988","377166","511528"
"榆林市","district","子洲县","110.03457","37.611573","173986","610831"
"天津市市辖区","district","宁河区","117.82828","39.328886","null","120117"
"宁德市","district","福安市","119.650798","27.084246","563640","350981"
"深圳市","district","盐田区","114.235366","22.555069","209360","440308"
"宝鸡市","district","陇县","106.857066","34.893262","248901","610327"
"宁德市","district","古田县","118.743156","26.577491","323700","350922"
"和田地区","district","洛浦县","80.184038","37.074377","232916","653224"
"甘孜藏族自治州","district","九龙县","101.506942","29.001975","62133","513324"
"甘孜藏族自治州","district","巴塘县","99.109037","30.005723","48649","513335"
"榆林市","district","佳县","110.493367","38.021597","204666","610828"
"张家界市","district","桑植县","110.164039","29.399939","380885","430822"
"大理白族自治州","district","鹤庆县","100.173375","26.55839","1500000","532932"
"哈尔滨市","district","五常市","127.15759","44.919418","881224","230184"
"巴音郭楞蒙古自治州","district","轮台县","84.248542","41.781266","116166","652822"
"杭州市","district","余杭区","120.301737","30.421187","1200000","330110"
"台州市","district","椒江区","121.431049","28.67615","653765","331002"
"怒江傈僳族自治州","district","泸水县","98.854063","25.851142","184835","533321"
"甘孜藏族自治州","district","甘孜县","99.991753","31.61975","68523","513328"
"宝鸡市","district","扶风县","107.891419","34.375497","416402","610324"
"荆门市","district","京山县","113.114595","31.022458","636776","420821"
"昆明市","district","禄劝彝族苗族自治县","102.46905","25.556533","null","530128"
"克孜勒苏柯尔克孜自治州","district","阿合奇县","78.450164","40.937567","38876","653023"
"克孜勒苏柯尔克孜自治州","district","乌恰县","75.25969","39.716633","47261","653024"
"巴音郭楞蒙古自治州","district","库尔勒市","86.145948","41.763122","549324","652801"
"通化市","district","东昌区","125.936716","41.721233","360071","220502"
"昆明市","district","嵩明县","103.038777","25.335087","2000000","530127"
"渭南市","district","临渭区","109.503299","34.501271","877142","610502"
"陇南市","district","宕昌县","104.394475","34.042655","274313","621223"
"昭通市","district","水富县","104.415376","28.629688","102143","530630"
"黔东南苗族侗族自治州","district","台江县","108.314637","26.669138","112319","522630"
"河池市","district","东兰县","107.373696","24.509367","213028","451224"
"宁波市","district","宁海县","121.432606","29.299836","646074","330226"
"渭南市","district","潼关县","110.24726","34.544515","155463","610522"
"黔东南苗族侗族自治州","district","麻江县","107.593172","26.494803","167641","522635"
"呼伦贝尔市","district","阿荣旗","123.464615","48.130503","278744","150721"
"日喀则市","district","萨嘎县","85.234622","29.328194","null","540236"
"呼伦贝尔市","district","陈巴尔虎旗","119.437609","49.328422","null","150725"
"桂林市","district","雁山区","110.305667","25.077646","76193","450311"
"锡林郭勒盟","district","西乌珠穆沁旗","117.615249","44.586147","87614","152526"
"云浮市","district","郁南县","111.535921","23.237709","388732","445322"
"甘孜藏族自治州","district","乡城县","99.799943","28.930855","33170","513336"
"包头市","district","石拐区","110.272565","40.672094","35803","150205"
"昆明市","district","晋宁县","102.594987","24.666944","283784","530122"
"黔东南苗族侗族自治州","district","镇远县","108.423656","27.050233","203622","522625"
"梧州市","district","苍梧县","111.544008","23.845097","550368","450421"
"黔东南苗族侗族自治州","district","岑巩县","108.816459","27.173244","162444","522626"
"白城市","district","洮北区","122.842499","45.619253","517434","220802"
"延边朝鲜族自治州","district","和龙市","129.008748","42.547004","189532","222406"
"平凉市","district","崇信县","107.031253","35.304533","102116","620823"
"甘孜藏族自治州","district","白玉县","98.824343","31.208805","56290","513331"
"哈尔滨市","district","依兰县","129.565594","46.315105","388319","230123"
"日照市","district","五莲县","119.206745","35.751936","484883","371121"
"南阳市","district","淅川县","111.489026","33.136106","685683","411326"
"哈尔滨市","district","宾县","127.48594","45.759369","551271","230125"
"甘孜藏族自治州","district","道孚县","101.123327","30.978767","55396","513326"
"包头市","district","东河区","110.026895","40.587056","512045","150202"
"晋中市","district","灵石县","111.772759","36.847469","261402","140729"
"鹤壁市","district","淇县","114.200379","35.609478","269149","410622"
"上海市市辖区","district","徐汇区","121.43752","31.179973","1100000","310104"
"鹤壁市","district","浚县","114.550162","35.671282","665338","410621"
"忻州市","district","神池县","112.200438","39.088467","106538","140927"
"邢台市","district","邢台县","114.561132","37.05073","466323","130521"
"黄石市","district","西塞山区","115.093354","30.205365","233708","420203"
"南宁市","district","江南区","108.310478","22.799593","567999","450105"
"南宁市","district","宾阳县","108.816735","23.216884","782255","450126"
"乐山市","district","夹江县","103.578862","29.741019","338346","511126"
"晋中市","district","祁县","112.330532","37.358739","265310","140727"
"黄冈市","district","黄州区","114.878934","30.447435","366769","421102"
"阜新市","district","新邱区","121.790541","42.086603","81816","210903"
"信阳市","district","息县","114.740713","32.344744","793802","411528"
"海口市","district","龙华区","110.330373","20.031026","593018","460106"
"孝感市","district","大悟县","114.126249","31.565483","614902","420922"
"湘西土家族苗族自治州","district","花垣县","109.479063","28.581352","288581","433124"
"上海市市辖区","district","闵行区","121.375972","31.111658","2400000","310112"
"上海市市辖区","district","普陀区","121.392499","31.241701","1300000","310107"
"淮南市","district","凤台县","116.722769","32.705382","667070","340421"
"遵义市","district","道真仡佬族苗族自治县","107.605342","28.880088","244159","520325"
"上海市市辖区","district","长宁区","121.4222","31.218123","690571","310105"
"南阳市","district","新野县","112.365624","32.524006","629210","411329"
"秦皇岛市","district","海港区","119.596224","39.943458","null","130302"
"郑州市","district","中牟县","114.022521","34.721976","727440","410122"
"潮州市","district","饶平县","117.00205","23.668171","null","445122"
"揭阳市","district","榕城区","116.357045","23.535524","746354","445202"
"安庆市","district","枞阳县","117.222027","30.700615","838712","340823"
"汉中市","district","略阳县","106.153899","33.329638","201645","610727"
"十堰市","district","竹山县","110.2296","32.22586","417079","420323"
"锦州市","district","古塔区","121.130085","41.115719","287599","210702"
"阜阳市","district","阜南县","115.590534","32.638102","1200000","341225"
"平顶山市","district","鲁山县","112.906703","33.740325","1900000","410423"
"福州市","district","永泰县","118.939089","25.864825","249455","350125"
"晋中市","district","太谷县","112.554103","37.424595","298783","140726"
"邯郸市","district","邯山区","114.484989","36.603196","385626","130402"
"武汉市","district","黄陂区","114.374025","30.874155","2600000","420116"
"喀什地区","district","塔什库尔干塔吉克自治县","75.228068","37.775437","null","653131"
"烟台市","district","莱阳市","120.711151","36.977037","878591","370682"
"临沂市","district","兰陵县","118.049968","34.855573","1200000","371324"
"陇南市","district","西和县","105.299737","34.013718","393272","621225"
"榆林市","district","靖边县","108.80567","37.596084","355939","610824"
"泸州市","district","纳溪区","105.37721","28.77631","451401","510503"
"天津市市辖区","district","西青区","117.012247","39.139446","713060","120111"
"德州市","district","武城县","116.078627","37.209527","376063","371428"
"延安市","district","吴起县","108.176976","36.924852","145061","610626"
